database,table,name,type,position,default_kind,default_expression,data_compressed_bytes,data_uncompressed_bytes,marks_bytes,comment,is_in_partition_key,is_in_sorting_key,is_in_primary_key,is_in_sampling_key,compression_codec
system,query_log,os_user,String,28,,,2576,57256,144,,0,0,0,0,
system,query_log,client_hostname,String,29,,,2891,105190,144,,0,0,0,0,
system,query_log,client_name,String,30,,,2595,54826,144,,0,0,0,0,
system,query_log,client_revision,UInt32,31,,,2912,161908,144,,0,0,0,0,
system,query_log,client_version_major,UInt32,32,,,2910,161908,144,,0,0,0,0,
system,query_log,client_version_minor,UInt32,33,,,2910,161908,144,,0,0,0,0,
system,query_log,client_version_patch,UInt32,34,,,2973,161908,144,,0,0,0,0,
system,query_log,http_method,UInt8,35,,,1558,40477,144,,0,0,0,0,
system,query_log,http_user_agent,String,36,,,8183,1239249,144,,0,0,0,0,
system,query_log,quota_key,String,37,,,194,40477,144,,0,0,0,0,
system,query_log,revision,UInt32,38,,,749,161908,144,,0,0,0,0,
system,query_log,thread_ids,Array(UInt64),39,,,17147,489656,288,,0,0,0,0,
system,query_log,ProfileEvents.Names,Array(String),40,,,196503,7518658,288,,0,0,0,0,
system,query_log,ProfileEvents.Values,Array(UInt64),41,,,853585,3064056,144,,0,0,0,0,
system,query_log,Settings.Names,Array(String),42,,,22227,2658435,288,,0,0,0,0,
system,query_log,Settings.Values,Array(String),43,,,9424,880535,144,,0,0,0,0,
system,query_thread_log,event_date,Date,1,,,238,42028,96,,1,1,1,0,
system,query_thread_log,event_time,DateTime,2,,,36188,84056,96,,0,1,1,0,
system,query_thread_log,query_start_time,DateTime,3,,,37546,84056,96,,0,0,0,0,
system,query_thread_log,query_duration_ms,UInt64,4,,,39800,168112,96,,0,0,0,0,
system,query_thread_log,read_rows,UInt64,5,,,21117,168112,96,,0,0,0,0,
system,query_thread_log,read_bytes,UInt64,6,,,17199,168112,96,,0,0,0,0,
system,query_thread_log,written_rows,UInt64,7,,,6428,168112,96,,0,0,0,0,
system,query_thread_log,written_bytes,UInt64,8,,,25750,168112,96,,0,0,0,0,
system,query_thread_log,memory_usage,Int64,9,,,18282,168112,96,,0,0,0,0,
system,query_thread_log,peak_memory_usage,Int64,10,,,18179,168112,96,,0,0,0,0,
system,query_thread_log,thread_name,String,11,,,3620,253993,96,,0,0,0,0,
system,query_thread_log,thread_id,UInt64,12,,,9145,168112,96,,0,0,0,0,
system,query_thread_log,master_thread_id,UInt64,13,,,8963,168112,96,,0,0,0,0,
system,query_thread_log,query,String,14,,,142668,4048296,96,,0,0,0,0,
system,query_thread_log,is_initial_query,UInt8,15,,,145,21014,96,,0,0,0,0,
system,query_thread_log,user,String,16,,,764,168108,96,,0,0,0,0,
system,query_thread_log,query_id,String,17,,,761548,777446,96,,0,0,0,0,
system,query_thread_log,address,IPv6,18,,,5432,336224,96,,0,0,0,0,
system,query_thread_log,port,UInt16,19,,,9979,42028,96,,0,0,0,0,
system,query_thread_log,initial_user,String,20,,,757,168098,96,,0,0,0,0,
system,query_thread_log,initial_query_id,String,21,,,761681,777446,96,,0,0,0,0,
system,query_thread_log,initial_address,IPv6,22,,,5417,336224,96,,0,0,0,0,
system,query_thread_log,initial_port,UInt16,23,,,9941,42028,96,,0,0,0,0,
system,query_thread_log,interface,UInt8,24,,,1294,21014,96,,0,0,0,0,
system,query_thread_log,os_user,String,25,,,2260,37484,96,,0,0,0,0,
system,query_thread_log,client_hostname,String,26,,,2499,84402,96,,0,0,0,0,
system,query_thread_log,client_name,String,27,,,2293,35088,96,,0,0,0,0,
system,query_thread_log,client_revision,UInt32,28,,,1861,84056,96,,0,0,0,0,
system,query_thread_log,client_version_major,UInt32,29,,,1860,84056,96,,0,0,0,0,
system,query_thread_log,client_version_minor,UInt32,30,,,1860,84056,96,,0,0,0,0,
system,query_thread_log,client_version_patch,UInt32,31,,,1911,84056,96,,0,0,0,0,
system,query_thread_log,http_method,UInt8,32,,,1274,21014,96,,0,0,0,0,
system,query_thread_log,http_user_agent,String,33,,,5222,631791,96,,0,0,0,0,
system,query_thread_log,quota_key,String,34,,,118,21014,96,,0,0,0,0,
system,query_thread_log,revision,UInt32,35,,,368,84056,96,,0,0,0,0,
system,query_thread_log,ProfileEvents.Names,Array(String),36,,,205442,7520201,192,,0,0,0,0,
system,query_thread_log,ProfileEvents.Values,Array(UInt64),37,,,878183,3130952,96,,0,0,0,0,
system,quota_limits,quota_name,String,1,,,0,0,0,,0,0,0,0,
system,quota_limits,duration,UInt32,2,,,0,0,0,,0,0,0,0,
system,quota_limits,is_randomized_interval,UInt8,3,,,0,0,0,,0,0,0,0,
system,quota_limits,max_queries,Nullable(UInt64),4,,,0,0,0,,0,0,0,0,
system,quota_limits,max_errors,Nullable(UInt64),5,,,0,0,0,,0,0,0,0,
system,quota_limits,max_result_rows,Nullable(UInt64),6,,,0,0,0,,0,0,0,0,
system,quota_limits,max_result_bytes,Nullable(UInt64),7,,,0,0,0,,0,0,0,0,
system,quota_limits,max_read_rows,Nullable(UInt64),8,,,0,0,0,,0,0,0,0,
system,quota_limits,max_read_bytes,Nullable(UInt64),9,,,0,0,0,,0,0,0,0,
system,quota_limits,max_execution_time,Nullable(Float64),10,,,0,0,0,,0,0,0,0,
system,quota_usage,quota_name,String,1,,,0,0,0,,0,0,0,0,
system,quota_usage,quota_key,String,2,,,0,0,0,,0,0,0,0,
system,quota_usage,start_time,Nullable(DateTime),3,,,0,0,0,,0,0,0,0,
system,quota_usage,end_time,Nullable(DateTime),4,,,0,0,0,,0,0,0,0,
system,quota_usage,duration,Nullable(UInt32),5,,,0,0,0,,0,0,0,0,
system,quota_usage,queries,Nullable(UInt64),6,,,0,0,0,,0,0,0,0,
system,quota_usage,max_queries,Nullable(UInt64),7,,,0,0,0,,0,0,0,0,
system,quota_usage,errors,Nullable(UInt64),8,,,0,0,0,,0,0,0,0,
system,quota_usage,max_errors,Nullable(UInt64),9,,,0,0,0,,0,0,0,0,
system,quota_usage,result_rows,Nullable(UInt64),10,,,0,0,0,,0,0,0,0,
system,quota_usage,max_result_rows,Nullable(UInt64),11,,,0,0,0,,0,0,0,0,
system,quota_usage,result_bytes,Nullable(UInt64),12,,,0,0,0,,0,0,0,0,
system,quota_usage,max_result_bytes,Nullable(UInt64),13,,,0,0,0,,0,0,0,0,
system,quota_usage,read_rows,Nullable(UInt64),14,,,0,0,0,,0,0,0,0,
system,quota_usage,max_read_rows,Nullable(UInt64),15,,,0,0,0,,0,0,0,0,
system,quota_usage,read_bytes,Nullable(UInt64),16,,,0,0,0,,0,0,0,0,
system,quota_usage,max_read_bytes,Nullable(UInt64),17,,,0,0,0,,0,0,0,0,
system,quota_usage,execution_time,Nullable(Float64),18,,,0,0,0,,0,0,0,0,
system,quota_usage,max_execution_time,Nullable(Float64),19,,,0,0,0,,0,0,0,0,
system,quotas,name,String,1,,,0,0,0,,0,0,0,0,
system,quotas,id,UUID,2,,,0,0,0,,0,0,0,0,
system,quotas,storage,String,3,,,0,0,0,,0,0,0,0,
system,quotas,keys,"Array(Enum8('user_name' = 1, 'ip_address' = 2, 'client_key' = 3))",4,,,0,0,0,,0,0,0,0,
system,quotas,durations,Array(UInt32),5,,,0,0,0,,0,0,0,0,
system,quotas,apply_to_all,UInt8,6,,,0,0,0,,0,0,0,0,
system,quotas,apply_to_list,Array(String),7,,,0,0,0,,0,0,0,0,
system,quotas,apply_to_except,Array(String),8,,,0,0,0,,0,0,0,0,
system,quotas_usage,quota_name,String,1,,,0,0,0,,0,0,0,0,
system,quotas_usage,quota_key,String,2,,,0,0,0,,0,0,0,0,
system,quotas_usage,is_current,UInt8,3,,,0,0,0,,0,0,0,0,
system,quotas_usage,start_time,Nullable(DateTime),4,,,0,0,0,,0,0,0,0,
system,quotas_usage,end_time,Nullable(DateTime),5,,,0,0,0,,0,0,0,0,
system,quotas_usage,duration,Nullable(UInt32),6,,,0,0,0,,0,0,0,0,
system,quotas_usage,queries,Nullable(UInt64),7,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_queries,Nullable(UInt64),8,,,0,0,0,,0,0,0,0,
system,quotas_usage,errors,Nullable(UInt64),9,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_errors,Nullable(UInt64),10,,,0,0,0,,0,0,0,0,
system,quotas_usage,result_rows,Nullable(UInt64),11,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_result_rows,Nullable(UInt64),12,,,0,0,0,,0,0,0,0,
system,quotas_usage,result_bytes,Nullable(UInt64),13,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_result_bytes,Nullable(UInt64),14,,,0,0,0,,0,0,0,0,
system,quotas_usage,read_rows,Nullable(UInt64),15,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_read_rows,Nullable(UInt64),16,,,0,0,0,,0,0,0,0,
system,quotas_usage,read_bytes,Nullable(UInt64),17,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_read_bytes,Nullable(UInt64),18,,,0,0,0,,0,0,0,0,
system,quotas_usage,execution_time,Nullable(Float64),19,,,0,0,0,,0,0,0,0,
system,quotas_usage,max_execution_time,Nullable(Float64),20,,,0,0,0,,0,0,0,0,
system,replicas,database,String,1,,,0,0,0,,0,0,0,0,
system,replicas,table,String,2,,,0,0,0,,0,0,0,0,
system,replicas,self,String,3,,,0,0,0,,0,0,0,0,
system,replicas,is_leader,UInt8,4,,,0,0,0,,0,0,0,0,
system,replicas,can_become_leader,UInt8,5,,,0,0,0,,0,0,0,0,
system,replicas,is_readonly,UInt8,6,,,0,0,0,,0,0,0,0,
system,replicas,is_session_expired,UInt8,7,,,0,0,0,,0,0,0,0,
system,replicas,future_parts,UInt32,8,,,0,0,0,,0,0,0,0,
system,replicas,parts_to_check,UInt32,9,,,0,0,0,,0,0,0,0,
system,replicas,zookeeper_path,String,10,,,0,0,0,,0,0,0,0,
system,replicas,replica_name,String,11,,,0,0,0,,0,0,0,0,
system,replicas,replica_path,String,12,,,0,0,0,,0,0,0,0,
system,replicas,columns_version,Int32,13,,,0,0,0,,0,0,0,0,
system,replicas,queue_size,UInt32,14,,,0,0,0,,0,0,0,0,
system,replicas,inserts_in_queue,UInt32,15,,,0,0,0,,0,0,0,0,
system,replicas,merges_in_queue,UInt32,16,,,0,0,0,,0,0,0,0,
system,replicas,part_mutations_in_queue,UInt32,17,,,0,0,0,,0,0,0,0,
system,replicas,queue_oldest_time,DateTime,18,,,0,0,0,,0,0,0,0,
system,replicas,inserts_oldest_time,DateTime,19,,,0,0,0,,0,0,0,0,
system,replicas,merges_oldest_time,DateTime,20,,,0,0,0,,0,0,0,0,
system,replicas,part_mutations_oldest_time,DateTime,21,,,0,0,0,,0,0,0,0,
system,replicas,oldest_part_to_get,String,22,,,0,0,0,,0,0,0,0,
system,replicas,oldest_part_to_merge_to,String,23,,,0,0,0,,0,0,0,0,
system,replicas,oldest_part_to_mutate_to,String,24,,,0,0,0,,0,0,0,0,
system,replicas,log_max_index,UInt64,25,,,0,0,0,,0,0,0,0,
system,replicas,log_pointer,UInt64,26,,,0,0,0,,0,0,0,0,
system,replicas,last_queue_update,DateTime,27,,,0,0,0,,0,0,0,0,
system,replicas,absolute_delay,UInt64,28,,,0,0,0,,0,0,0,0,
system,replicas,total_replicas,UInt8,29,,,0,0,0,,0,0,0,0,
system,replicas,active_replicas,UInt8,30,,,0,0,0,,0,0,0,0,
system,replicas,zookeeper_exception,String,31,,,0,0,0,,0,0,0,0,
system,replication_queue,database,String,1,,,0,0,0,,0,0,0,0,
system,replication_queue,table,String,2,,,0,0,0,,0,0,0,0,
system,replication_queue,replica_name,String,3,,,0,0,0,,0,0,0,0,
system,replication_queue,position,UInt32,4,,,0,0,0,,0,0,0,0,
system,replication_queue,node_name,String,5,,,0,0,0,,0,0,0,0,
system,replication_queue,type,String,6,,,0,0,0,,0,0,0,0,
system,replication_queue,create_time,DateTime,7,,,0,0,0,,0,0,0,0,
system,replication_queue,required_quorum,UInt32,8,,,0,0,0,,0,0,0,0,
system,replication_queue,source_replica,String,9,,,0,0,0,,0,0,0,0,
system,replication_queue,new_part_name,String,10,,,0,0,0,,0,0,0,0,
system,replication_queue,parts_to_merge,Array(String),11,,,0,0,0,,0,0,0,0,
system,replication_queue,is_detach,UInt8,12,,,0,0,0,,0,0,0,0,
system,replication_queue,is_currently_executing,UInt8,13,,,0,0,0,,0,0,0,0,
system,replication_queue,num_tries,UInt32,14,,,0,0,0,,0,0,0,0,
system,replication_queue,last_exception,String,15,,,0,0,0,,0,0,0,0,
system,replication_queue,last_attempt_time,DateTime,16,,,0,0,0,,0,0,0,0,
system,replication_queue,num_postponed,UInt32,17,,,0,0,0,,0,0,0,0,
system,replication_queue,postpone_reason,String,18,,,0,0,0,,0,0,0,0,
system,replication_queue,last_postpone_time,DateTime,19,,,0,0,0,,0,0,0,0,
system,role_grants,user_name,Nullable(String),1,,,0,0,0,,0,0,0,0,
system,role_grants,role_name,Nullable(String),2,,,0,0,0,,0,0,0,0,
system,role_grants,granted_role_name,String,3,,,0,0,0,,0,0,0,0,
system,role_grants,granted_role_is_default,UInt8,4,,,0,0,0,,0,0,0,0,
system,role_grants,with_admin_option,UInt8,5,,,0,0,0,,0,0,0,0,
system,roles,name,String,1,,,0,0,0,,0,0,0,0,
system,roles,id,UUID,2,,,0,0,0,,0,0,0,0,
system,roles,storage,String,3,,,0,0,0,,0,0,0,0,
system,row_policies,name,String,1,,,0,0,0,,0,0,0,0,
system,row_policies,short_name,String,2,,,0,0,0,,0,0,0,0,
system,row_policies,database,String,3,,,0,0,0,,0,0,0,0,
system,row_policies,table,String,4,,,0,0,0,,0,0,0,0,
system,row_policies,id,UUID,5,,,0,0,0,,0,0,0,0,
system,row_policies,storage,String,6,,,0,0,0,,0,0,0,0,
system,row_policies,select_filter,Nullable(String),7,,,0,0,0,,0,0,0,0,
system,row_policies,is_restrictive,UInt8,8,,,0,0,0,,0,0,0,0,
system,row_policies,apply_to_all,UInt8,9,,,0,0,0,,0,0,0,0,
system,row_policies,apply_to_list,Array(String),10,,,0,0,0,,0,0,0,0,
system,row_policies,apply_to_except,Array(String),11,,,0,0,0,,0,0,0,0,
system,settings,name,String,1,,,0,0,0,,0,0,0,0,
system,settings,value,String,2,,,0,0,0,,0,0,0,0,
system,settings,changed,UInt8,3,,,0,0,0,,0,0,0,0,
system,settings,description,String,4,,,0,0,0,,0,0,0,0,
system,settings,min,Nullable(String),5,,,0,0,0,,0,0,0,0,
system,settings,max,Nullable(String),6,,,0,0,0,,0,0,0,0,
system,settings,readonly,UInt8,7,,,0,0,0,,0,0,0,0,
system,settings,type,String,8,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,profile_name,Nullable(String),1,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,user_name,Nullable(String),2,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,role_name,Nullable(String),3,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,index,UInt64,4,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,setting_name,Nullable(String),5,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,value,Nullable(String),6,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,min,Nullable(String),7,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,max,Nullable(String),8,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,readonly,Nullable(UInt8),9,,,0,0,0,,0,0,0,0,
system,settings_profile_elements,inherit_profile,Nullable(String),10,,,0,0,0,,0,0,0,0,
system,settings_profiles,name,String,1,,,0,0,0,,0,0,0,0,
system,settings_profiles,id,UUID,2,,,0,0,0,,0,0,0,0,
system,settings_profiles,storage,String,3,,,0,0,0,,0,0,0,0,
system,settings_profiles,num_elements,UInt64,4,,,0,0,0,,0,0,0,0,
system,settings_profiles,apply_to_all,UInt8,5,,,0,0,0,,0,0,0,0,
system,settings_profiles,apply_to_list,Array(String),6,,,0,0,0,,0,0,0,0,
system,settings_profiles,apply_to_except,Array(String),7,,,0,0,0,,0,0,0,0,
system,stack_trace,thread_id,UInt64,1,,,0,0,0,,0,0,0,0,
system,stack_trace,query_id,String,2,,,0,0,0,,0,0,0,0,
system,stack_trace,trace,Array(UInt64),3,,,0,0,0,,0,0,0,0,
system,storage_policies,policy_name,String,1,,,0,0,0,,0,0,0,0,
system,storage_policies,volume_name,String,2,,,0,0,0,,0,0,0,0,
system,storage_policies,volume_priority,UInt64,3,,,0,0,0,,0,0,0,0,
system,storage_policies,disks,Array(String),4,,,0,0,0,,0,0,0,0,
system,storage_policies,volume_type,String,5,,,0,0,0,,0,0,0,0,
system,storage_policies,max_data_part_size,UInt64,6,,,0,0,0,,0,0,0,0,
system,storage_policies,move_factor,Float32,7,,,0,0,0,,0,0,0,0,
system,table_engines,name,String,1,,,0,0,0,,0,0,0,0,
system,table_engines,supports_settings,UInt8,2,,,0,0,0,,0,0,0,0,
system,table_engines,supports_skipping_indices,UInt8,3,,,0,0,0,,0,0,0,0,
system,table_engines,supports_sort_order,UInt8,4,,,0,0,0,,0,0,0,0,
system,table_engines,supports_ttl,UInt8,5,,,0,0,0,,0,0,0,0,
system,table_engines,supports_replication,UInt8,6,,,0,0,0,,0,0,0,0,
system,table_engines,supports_deduplication,UInt8,7,,,0,0,0,,0,0,0,0,
system,table_functions,name,String,1,,,0,0,0,,0,0,0,0,
system,tables,database,String,1,,,0,0,0,,0,0,0,0,
system,tables,name,String,2,,,0,0,0,,0,0,0,0,
system,tables,uuid,UUID,3,,,0,0,0,,0,0,0,0,
system,tables,self,String,4,,,0,0,0,,0,0,0,0,
system,tables,is_temporary,UInt8,5,,,0,0,0,,0,0,0,0,
system,tables,data_paths,Array(String),6,,,0,0,0,,0,0,0,0,
system,tables,metadata_path,String,7,,,0,0,0,,0,0,0,0,
system,tables,metadata_modification_time,DateTime,8,,,0,0,0,,0,0,0,0,
system,tables,dependencies_database,Array(String),9,,,0,0,0,,0,0,0,0,
system,tables,dependencies_table,Array(String),10,,,0,0,0,,0,0,0,0,
system,tables,create_table_query,String,11,,,0,0,0,,0,0,0,0,
system,tables,engine_full,String,12,,,0,0,0,,0,0,0,0,
system,tables,partition_key,String,13,,,0,0,0,,0,0,0,0,
system,tables,sorting_key,String,14,,,0,0,0,,0,0,0,0,
system,tables,primary_key,String,15,,,0,0,0,,0,0,0,0,
system,tables,sampling_key,String,16,,,0,0,0,,0,0,0,0,
system,tables,storage_policy,String,17,,,0,0,0,,0,0,0,0,
system,tables,total_rows,Nullable(UInt64),18,,,0,0,0,,0,0,0,0,
system,tables,total_bytes,Nullable(UInt64),19,,,0,0,0,,0,0,0,0,
system,tables,lifetime_rows,Nullable(UInt64),20,,,0,0,0,,0,0,0,0,
system,tables,lifetime_bytes,Nullable(UInt64),21,,,0,0,0,,0,0,0,0,
system,time_zones,time_zone,String,1,,,0,0,0,,0,0,0,0,
system,trace_log,event_date,Date,1,,,0,0,0,,1,1,1,0,
system,trace_log,event_time,DateTime,2,,,0,0,0,,0,1,1,0,
system,trace_log,timestamp_ns,UInt64,3,,,0,0,0,,0,0,0,0,
system,trace_log,revision,UInt32,4,,,0,0,0,,0,0,0,0,
system,trace_log,trace_type,"Enum8('Real' = 0, 'CPU' = 1, 'Memory' = 2, 'MemorySample' = 3)",5,,,0,0,0,,0,0,0,0,
system,trace_log,thread_id,UInt64,6,,,0,0,0,,0,0,0,0,
system,trace_log,query_id,String,7,,,0,0,0,,0,0,0,0,
system,trace_log,trace,Array(UInt64),8,,,0,0,0,,0,0,0,0,
system,trace_log,size,Int64,9,,,0,0,0,,0,0,0,0,
system,user_directories,name,String,1,,,0,0,0,,0,0,0,0,
system,user_directories,type,String,2,,,0,0,0,,0,0,0,0,
system,user_directories,path,String,3,,,0,0,0,,0,0,0,0,
system,user_directories,readonly,UInt8,4,,,0,0,0,,0,0,0,0,
system,user_directories,precedence,UInt64,5,,,0,0,0,,0,0,0,0,
system,users,name,String,1,,,0,0,0,,0,0,0,0,
system,users,id,UUID,2,,,0,0,0,,0,0,0,0,
system,users,storage,String,3,,,0,0,0,,0,0,0,0,
system,users,auth_type,"Enum8('no_password' = 0, 'plaintext_password' = 1, 'sha256_password' = 2, 'double_sha1_password' = 3, 'ldap_server' = 4)",4,,,0,0,0,,0,0,0,0,
system,users,auth_params,String,5,,,0,0,0,,0,0,0,0,
system,users,host_ip,Array(String),6,,,0,0,0,,0,0,0,0,
system,users,host_names,Array(String),7,,,0,0,0,,0,0,0,0,
system,users,host_names_regexp,Array(String),8,,,0,0,0,,0,0,0,0,
system,users,host_names_like,Array(String),9,,,0,0,0,,0,0,0,0,
system,users,default_roles_all,UInt8,10,,,0,0,0,,0,0,0,0,
system,users,default_roles_list,Array(String),11,,,0,0,0,,0,0,0,0,
system,users,default_roles_except,Array(String),12,,,0,0,0,,0,0,0,0,
system,zeros,zero,UInt8,1,,,0,0,0,,0,0,0,0,
system,zeros_mt,zero,UInt8,1,,,0,0,0,,0,0,0,0,
